timestamp,gt_uref_regression,slope_v_per_day,slope_uv_per_h,intercept_v,r2,dataset_name,label,iref,tref,ohref,i_range_low,i_range_high,t_range_low,t_range_high,oh_range_low,oh_range_high
2021-02-12,1.7595071634165924,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-13,1.7596482688466395,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-14,1.7597893742766866,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-15,1.7599304797067337,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-16,1.7600715851367807,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-17,1.760212690566828,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-18,1.7603537959968751,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-19,1.7604949014269222,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-20,1.7606360068569693,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-21,1.7607771122870164,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-22,1.7609182177170635,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-23,1.7610593231471106,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-24,1.7612004285771576,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-25,1.761341534007205,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-26,1.761482639437252,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-27,1.7616237448672991,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-02-28,1.7617648502973462,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-01,1.7619059557273933,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-02,1.7620470611574404,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-03,1.7621881665874874,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-04,1.7623292720175345,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-05,1.7624703774475818,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-06,1.762611482877629,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-07,1.762752588307676,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-08,1.762893693737723,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-09,1.7630347991677702,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-10,1.7631759045978173,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-11,1.7633170100278643,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-12,1.7634581154579114,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-13,1.7635992208879587,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-14,1.7637403263180058,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-15,1.763881431748053,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-16,1.7640225371781,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-17,1.764163642608147,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-18,1.7643047480381941,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-19,1.7644458534682412,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-20,1.7645869588982883,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
2021-03-21,1.7647280643283356,0.0001411054300471118,5.879392918629659,1.759577618141734,0.9214752936344242,G1M1_new,g1m1_mid_load,1.0,58.0,100.0,0.98,1.02,57,59,14,500
