timestamp,gt_uref_regression,slope_v_per_day,slope_uv_per_h,intercept_v,r2,dataset_name,label,iref,tref,ohref,i_range_low,i_range_high,t_range_low,t_range_high,oh_range_low,oh_range_high
2021-02-12,1.9094111970124716,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-13,1.90962038097253,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-14,1.9098295649325885,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-15,1.910038748892647,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-16,1.9102479328527053,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-17,1.9104571168127638,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-18,1.9106663007728222,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-19,1.9108754847328806,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-20,1.911084668692939,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
2021-02-21,1.9112938526529974,0.0002091839600584174,8.715998335767392,1.909515643725862,0.8733012575769037,G1M1_new,g1m1_high_load,1.48,57.0,100.0,1.46,1.5,56,58,14,500
