,Iref,Tref,OHref
0.1,0.299978643655777,55.40087738037109,2.816666666666667
0.25,0.3006454408168793,56.32787322998047,5.283333333333333
0.5,0.3055267333984375,57.425865173339844,12.033333333333333
0.75,0.9187164306640625,58.793033599853516,29.8
0.9,0.9483440995216369,59.21883544921875,55.2
