Iref,Tref,OHref,count
0.29953429713845253,58.39892177581787,11.306352619266852,18098
0.29953429713845253,58.39892177581787,7.86433999718116,17375
0.29953429713845253,58.39892177581787,16.25484269462183,15827
0.29953429713845253,58.39892177581787,5.470185273177321,13401
0.29953429713845253,57.77678394317627,7.86433999718116,13271
0.29953429713845253,58.39892177581787,33.59721364050968,12726
0.29953429713845253,58.39892177581787,23.369155369933406,12719
0.29953429713845253,57.77678394317627,5.470185273177321,11342
0.29953429713845253,57.77678394317627,11.306352619266852,10510
0.29953429713845253,57.77678394317627,3.8048872421094977,10099
0.9744024504721165,58.39892177581787,99.83526981836191,9892
0.29953429713845253,57.77678394317627,16.25484269462183,9530
0.9744024504721165,59.021059608459474,99.83526981836191,9223
0.9744024504721165,58.39892177581787,69.44224472744489,9105
0.9744024504721165,58.39892177581787,143.53051429753026,9073
0.9744024504721165,58.39892177581787,48.301821205670116,8837
0.9744024504721165,58.39892177581787,33.59721364050968,8803
0.9744024504721165,59.021059608459474,143.53051429753026,8568
0.29953429713845253,59.021059608459474,16.25484269462183,8385
0.29953429713845253,57.77678394317627,33.59721364050968,8085
0.9744024504721165,59.021059608459474,69.44224472744489,7755
0.9744024504721165,58.39892177581787,206.3500060849692,7731
0.29953429713845253,58.39892177581787,48.301821205670116,7627
0.29953429713845253,59.021059608459474,23.369155369933406,7598
0.29953429713845253,57.15464611053467,23.369155369933406,7561
0.9744024504721165,59.021059608459474,206.3500060849692,7257
0.29953429713845253,59.021059608459474,33.59721364050968,7255
0.29953429713845253,57.15464611053467,16.25484269462183,7199
0.29953429713845253,57.15464611053467,11.306352619266852,7190
0.29953429713845253,57.15464611053467,3.8048872421094977,7177
0.29953429713845253,57.15464611053467,33.59721364050968,7077
0.29953429713845253,58.39892177581787,3.8048872421094977,7019
0.29953429713845253,57.77678394317627,23.369155369933406,6633
0.9744024504721165,59.021059608459474,48.301821205670116,6602
0.29953429713845253,59.021059608459474,11.306352619266852,6592
0.29953429713845253,57.15464611053467,7.86433999718116,6451
0.29953429713845253,57.15464611053467,5.470185273177321,6443
