,Iref,Tref,OHref
0.1,0.3003799617290497,56.59452819824219,3.066666666666667
0.25,0.3037826716899872,57.53639316558838,6.9
0.5,0.38810425996780396,58.21231269836426,19.2
0.75,0.9589507579803467,58.841453552246094,54.766666666666666
0.9,0.9996444582939148,59.483607864379884,131.78333333333333
